"Kategori","Sub Kategori","Nama Barang","NIBAR"," Nomor Register","Spesifikasi Nama Barang","Spesifikasi Lainnya","","Merek/tipe","Lokasi","Nomor Polisi","Nomor Rangka","Nomor Mesin","Nomor BPKB","Jumlah","Satuan","","Harga Satuan Perolehan Rp.","Nilai Perolehan Rp.","Cara Perolehan","Tanggal  Perolehan","Status Penggunaan","","Keterangan","","No. BAST","Pengguna","Bidang","Link","Masa berlaku Pajak","Masa berlaku STNK","Ket"
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020221321001020020000021","1101001135000000000000020221321001020020000021","Lap Top","    ","","Merk: Asus Expertbook B3302CEA-B5302CEA ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","22,000,000.00","22,000,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","15/BAST/III/2023 Tanggal 7-3-2023","Mulyadin, SH","Sekretariat","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020221321001020020000022","1101001135000000000000020221321001020020000022","Lap Top","    ","","Merk: Asus Expertbook B3302CEA-B5302CEA ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","22,000,000.00","22,000,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","38/BAST/VI/2023 Tanggal 5-6-2023","Manfaluthi, ST, M.Si","Sekretariat","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020221321001020020000023","1101001135000000000000020221321001020020000023","Lap Top","    ","","Merk: Asus Expertbook B3302CEA-B5302CEA ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","22,000,000.00","22,000,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","06.a/BAST/IV/2024 Tanggal 18-04-2024","Muhammad Tibrizi, SH","PEPD","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020221321001020020000024","1101001135000000000000020221321001020020000024","Lap Top","    ","","Merk: Asus Expertbook B3302CEA-B5302CEA ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","22,000,000.00","22,000,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","103/BAST/XII/2023 Tanggal 29-12-2024"," Muhammad Iqbal, M.Si","Litbang","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020221321001020020000026","1101001135000000000000020221321001020020000026","Lap Top","    ","","Merk: Asus Notebook B7402FEA-L97110X ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","35,000,000.00","35,000,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Lap Top","","035/UMUM-BAPPEDA/VIII/2022 Tanggal 15-8-2022","Sanna Sari, A.Md","P2K","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020221321001020020000027","1101001135000000000000020221321001020020000027","Lap Top","    ","","Merk: Asus Notebook B7402FEA-L97110X ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","35,000,000.00","35,000,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Lap Top","","034/UMUM-BAPPEDA/VIII/2022 Tanggal 15-8-2022","Indriani","P2K","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020221321001020020000028","1101001135000000000000020221321001020020000028","Lap Top","    ","","Merk: Asus Notebook B7402FEA-L97110X ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","35,000,000.00","35,000,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Lap Top","","033/UMUM-BAPPEDA/VIII/2022 Tanggal 15-8-2022","Fikriansyah, SE","P2K","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020221321001020020000029","1101001135000000000000020221321001020020000029","Lap Top","    ","","Merk: Asus Notebook B7402FEA-L97110X ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","35,000,000.00","35,000,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Lap Top","","032/UMUM-BAPPEDA/VIII/2022 Tanggal 15-8-2022","Ardiansyah, S.Hut","P2K","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020221321001020020000030","1101001135000000000000020221321001020020000030","Lap Top","    ","","Merk: Asus Notebook B7402FEA-L97110X ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","35,000,000.00","35,000,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Lap Top","","038/UMUM-BAPPEDA/VIII/2022 Tanggal 15-8-2022","Zikru","P2K","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020221321001020020000031","1101001135000000000000020221321001020020000031","Lap Top","    ","","Merk: Asus Notebook B7402FEA-L97110X ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","35,000,000.00","35,000,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Lap Top","","037/UMUM-BAPPEDA/VIII/2022 Tanggal 15-8-2022","Vivian R. Sijabat, SE","P2K","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020221321001020020000032","1101001135000000000000020221321001020020000032","Lap Top","    ","","Merk: Asus Notebook B7402FEA-L97110X ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","35,000,000.00","35,000,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Lap Top","","036/UMUM-BAPPEDA/VIII/2022 Tanggal 15-8-2022","Salihati, ST","P2K","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020221321001020020000033","1101001135000000000000020221321001020020000033","Lap Top","    ","","Merk: Asus Notebook B7402FEA-L97110X ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","35,000,000.00","35,000,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Lap Top","","031/UMUM-BAPPEDA/VIII/2022 Tanggal 15-8-2022","Firdaus, ST","P2K","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020221321001020020000034","1101001135000000000000020221321001020020000034","Lap Top","    ","","Merk: Asus Notebook B7402FEA-L97110X ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","35,000,000.00","35,000,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Lap Top","","030/UMUM-BAPPEDA/VIII/2022 Tanggal 15-8-2022","Agus Suryadi, ST","P2K","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020221321001020020000035","1101001135000000000000020221321001020020000035","Lap Top","    ","","Merk: Asus Notebook B7402FEA-L97110X ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","35,000,000.00","35,000,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Lap Top","","029/UMUM-BAPPEDA/VIII/2022 Tanggal 15-8-2022","Aulia Riska","P2K","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020221321001020020000036","1101001135000000000000020221321001020020000036","Lap Top","    ","","Merk: Asus Notebook B7402FEA-L97110X ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","35,000,000.00","35,000,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Lap Top","","028/UMUM-BAPPEDA/VIII/2022 Tanggal 15-8-2022","Arnovita, ST","P2K","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020221321001020020000037","1101001135000000000000020221321001020020000037","Lap Top","    ","","Merk: Asus Notebook B7402FEA-L97110X ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","35,000,000.00","35,000,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Lap Top","","027/UMUM-BAPPEDA/VIII/2022 Tanggal 15-8-2022","Mahyidin, ST","P2K","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020221321001020020000038","1101001135000000000000020221321001020020000038","Lap Top","    ","","Merk: Asus Notebook B7402FEA-L97110X ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","35,000,000.00","35,000,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Lap Top","","026/UMUM-BAPPEDA/VIII/2022 Tanggal 15-8-2022","Bunyamin, ST","P2K","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020221321001020020000039","1101001135000000000000020221321001020020000039","Lap Top","    ","","Merk: Asus Notebook B7402FEA-L97110X ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","35,000,000.00","35,000,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Lap Top","","025/UMUM-BAPPEDA/VIII/2022 Tanggal 15-8-2022","Ahmad Budiansyah","P2K","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020221321001020020000040","1101001135000000000000020221321001020020000040","Lap Top","    ","","Merk: Asus Notebook B7402FEA-L97110X ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","35,000,000.00","35,000,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Lap Top","","024/UMUM-BAPPEDA/VIII/2022 Tanggal 15-8-2022","Ikhwan, ST","P2K","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020221321001020020000041","1101001135000000000000020221321001020020000041","Lap Top","    ","","Merk: Asus Notebook B7402FEA-L97110X ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","35,000,000.00","35,000,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Lap Top","","023/UMUM-BAPPEDA/VIII/2022 Tanggal 15-8-2022","Indra Syahbana, ST","P2K","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020221321001020020000042","1101001135000000000000020221321001020020000042","Lap Top","    ","","Merk: Asus Notebook B7402FEA-L97110X ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","35,000,000.00","35,000,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Lap Top","","022/UMUM-BAPPEDA/VIII/2022 Tanggal 15-8-2022","Muamar Khadafi","P2K","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020221321001020020000043","1101001135000000000000020221321001020020000043","Lap Top","    ","","Merk: Asus Notebook B7402FEA-L97110X ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","35,000,000.00","35,000,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Lap Top","","021/UMUM-BAPPEDA/VIII/2022 Tanggal 15-8-2022","Agam Mirzal, ST","P2K","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020221321001020020000044","1101001135000000000000020221321001020020000044","Lap Top","    ","","Merk: Asus Notebook B7402FEA-L97110X ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","35,000,000.00","35,000,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Lap Top","","020/UMUM-BAPPEDA/VIII/2022 Tanggal 15-8-2022","Yopi Iqbal Khadafi","P2K","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020221321001020020000045","1101001135000000000000020221321001020020000045","Lap Top","    ","","Merk: Asus Notebook B7402FEA-L97110X ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","35,000,000.00","35,000,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Lap Top","","019/UMUM-BAPPEDA/VIII/2022 Tanggal 15-8-2022","Yuniar, STP","P2K","","","",""
"Komputer Unit","Personal Komputer","Lap Top","110111003500000000000020231321001020020000001","110111003500000000000020231321001020020000001","Laptop","16 inch FHD-16:10 (1920 x 1200) Windows 11 Pro 13th Gen Intel core i7-13650HX Processor 2.6 GHz 24 M cache Wi-FI 6 ","","Merk: ROG STRIX G614JV-I74GJ7G-O Tipe: STRIX G614JV-I74GJ7G-O","  Kel. Kuta Alam Kec. Kuta Alam KOTA BANDA ACEH PROVINSI ACEH","","","","","1.00","unit","","34,500,000.00","34,500,000.00","Pengadaan APBD","7/31/2023","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","42/BAST/VIII/2023 Tanggal 7-7-2023","Dedy Fahrian, ST, MT","P2IK","","","",""
"Komputer Unit","Personal Komputer","Lap Top","110111003500000000000020231321001020020000002","110111003500000000000020231321001020020000002","Laptop","16 inch FHD-16:10 (1920 x 1200) Windows 11 Pro 13th Gen Intel core i7-13650HX Processor 2.6 GHz 24 M cache Wi-FI 6 ","","Merk: ROG STRIX G614JV-I74GJ7G-O Tipe: STRIX G614JV-I74GJ7G-O","  Kel. Kuta Alam Kec. Kuta Alam KOTA BANDA ACEH PROVINSI ACEH","","","","","1.00","unit","","34,500,000.00","34,500,000.00","Pengadaan APBD","7/31/2023","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","42/BAST/VIII/2023 Tanggal 7-7-2023","Dedy Fahrian, ST, MT","P2IK","","","",""
"Komputer Unit","Personal Komputer","Lap Top","110111003500000000000020231321001020020000003","110111003500000000000020231321001020020000003","Lap Top","13.6  inch liquid retina Apple M.2 chip with 8-core CPU and 10-core CPU Ram 8.GB unified SSD 521GB WI-Fi 6E ","","Merk: Apple Macbook Air 13.6"" M2 Tipe: Macbook Air MLXX3ID/A MBA 13.6 Inch M2/8C CPU/10 GPU/8GB/512","-  Kel. Kuta Alam Kec. Kuta Alam KOTA BANDA ACEH PROVINSI ACEH","","","","","1.00","unit","","26,163,000.00","26,163,000.00","Pengadaan APBD","12/12/2023","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","107/BAST/XII/2023 Tanggal 29-12-2023","Iskandar, SE","Litbang","","","",""
"Komputer Unit","Personal Komputer","Lap Top","110111003500000000000020231321001020020000004","110111003500000000000020231321001020020000004","Lap Top","13.6  inch liquid retina Apple M.2 chip with 8-core CPU and 10-core CPU Ram 8.GB unified SSD 521GB WI-Fi 6E ","","Merk: Apple Macbook Air 13.6"" M2 Tipe: Macbook Air MLXX3ID/A MBA 13.6 Inch M2/8C CPU/10 GPU/8GB/512","-  Kel. Kuta Alam Kec. Kuta Alam KOTA BANDA ACEH PROVINSI ACEH","","","","","1.00","unit","","26,163,000.00","26,163,000.00","Pengadaan APBD","12/12/2023","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","102/BAST/XII/2023 Tanggal 29-12-2023","DR. Hasrati, SE, MM","P2ESDA","","","",""
"Komputer Unit","Personal Komputer","Lap Top","110111003500000000000020231321001020020000005","110111003500000000000020231321001020020000005","Lap Top","13.6  inch liquid retina Apple M.2 chip with 8-core CPU and 10-core CPU Ram 8.GB unified SSD 521GB WI-Fi 6E ","","Merk: Apple Macbook Air 13.6"" M2 Tipe: Macbook Air MLXX3ID/A MBA 13.6 Inch M2/8C CPU/10 GPU/8GB/512","-  Kel. Kuta Alam Kec. Kuta Alam KOTA BANDA ACEH PROVINSI ACEH","","","","","1.00","unit","","26,163,000.00","26,163,000.00","Pengadaan APBD","12/12/2023","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","103/BAST/XII/2023 Tanggal 29-12-2023","M. Iqbal, S.TP, MM","P2ESDA","","","",""
"Komputer Unit","Personal Komputer","Lap Top","110111003500000000000020231321001020020000006","110111003500000000000020231321001020020000006","Lap Top","13.6  inch liquid retina Apple M.2 chip with 8-core CPU and 10-core CPU Ram 8.GB unified SSD 521GB WI-Fi 6E ","","Merk: Apple Macbook Air 13.6"" M2 Tipe: Macbook Air MLXX3ID/A MBA 13.6 Inch M2/8C CPU/10 GPU/8GB/512","-  Kel. Kuta Alam Kec. Kuta Alam KOTA BANDA ACEH PROVINSI ACEH","","","","","1.00","unit","","26,163,000.00","26,163,000.00","Pengadaan APBD","12/12/2023","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","104/BAST/XII/2023 Tanggal 29-12-2023","Hasfiandi, S.Kel, M.Si","P2ESDA","","","",""
"Komputer Unit","Personal Komputer","Lap Top","110111003500000000000020231321001020020000007","110111003500000000000020231321001020020000007","Lap Top","13.6  inch liquid retina Apple M.2 chip with 8-core CPU and 10-core CPU Ram 8.GB unified SSD 521GB WI-Fi 6E ","","Merk: Apple Macbook Air 13.6"" M2 Tipe: Macbook Air MLXX3ID/A MBA 13.6 Inch M2/8C CPU/10 GPU/8GB/512","-  Kel. Kuta Alam Kec. Kuta Alam KOTA BANDA ACEH PROVINSI ACEH","","","","","1.00","unit","","26,163,000.00","26,163,000.00","Pengadaan APBD","12/12/2023","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","101/BAST/XII/2023 Tanggal 29-12-2023","Reza Ferdian, S.STP, M.Si","P2ESDA","","","",""
"Komputer Unit","Personal Komputer","Lap Top","110111003500000000000020231321001020020000008","110111003500000000000020231321001020020000008","Lap Top","13.6  inch liquid retina Apple M.2 chip with 8-core CPU and 10-core CPU Ram 8.GB unified SSD 521GB WI-Fi 6E ","","Merk: Apple Macbook Air 13.6"" M2 Tipe: Macbook Air MLXX3ID/A MBA 13.6 Inch M2/8C CPU/10 GPU/8GB/512","-  Kel. Kuta Alam Kec. Kuta Alam KOTA BANDA ACEH PROVINSI ACEH","","","","","1.00","unit","","26,163,000.00","26,163,000.00","Pengadaan APBD","12/12/2023","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","105/BAST/XII/2023 Tanggal 29-12-2023","Firdaus, SE","Program","","","",""
"Komputer Unit","Personal Komputer","Lap Top","110111003500000000000020231321001020020000009","110111003500000000000020231321001020020000009","Lap Top","13.6  inch liquid retina Apple M.2 chip with 8-core CPU and 10-core CPU Ram 8.GB unified SSD 521GB WI-Fi 6E ","","Merk: Apple Macbook Air 13.6"" M2 Tipe: Macbook Air MLXX3ID/A MBA 13.6 Inch M2/8C CPU/10 GPU/8GB/512","-  Kel. Kuta Alam Kec. Kuta Alam KOTA BANDA ACEH PROVINSI ACEH","","","","","1.00","unit","","26,163,000.00","26,163,000.00","Pengadaan APBD","12/12/2023","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","106/BAST/XII/2023 Tanggal 29-12-2023","Muhammad Iqmal, ST, MBA","Program","","","",""
"Komputer Unit","Personal Komputer","Lap Top","110111003500000000000020231321001020020000010","110111003500000000000020231321001020020000010","Lap Top","13.6  inch liquid retina Apple M.2 chip with 8-core CPU and 10-core CPU Ram 8.GB unified SSD 521GB WI-Fi 6E ","","Merk: Apple Macbook Air 13.6"" M2 Tipe: Macbook Air MLXX3ID/A MBA 13.6 Inch M2/8C CPU/10 GPU/8GB/512","-  Kel. Kuta Alam Kec. Kuta Alam KOTA BANDA ACEH PROVINSI ACEH","","","","","1.00","unit","","26,163,000.00","26,163,000.00","Pengadaan APBD","12/12/2023","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","99/BAST/XII/2023 Tanggal 29-12-2023","Ulfa Mardhatillah, S. STP","P2KPSDM","","","",""
"Komputer Unit","Personal Komputer","Lap Top","110111003500000000000020231321001020020000011","110111003500000000000020231321001020020000011","Lap Top","13.6  inch liquid retina Apple M.2 chip with 8-core CPU and 10-core CPU Ram 8.GB unified SSD 521GB WI-Fi 6E ","","Merk: Apple Macbook Air 13.6"" M2 Tipe: Macbook Air MLXX3ID/A MBA 13.6 Inch M2/8C CPU/10 GPU/8GB/512","-  Kel. Kuta Alam Kec. Kuta Alam KOTA BANDA ACEH PROVINSI ACEH","","","","","1.00","unit","","26,163,000.00","26,163,000.00","Pengadaan APBD","12/12/2023","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","100/BAST/XII/2023 Tanggal 29-12-2023","Cut Vivi Elvida, ST, MT","P2KPSDM","","","",""
"Komputer Unit","Personal Komputer","Note Book","1101001135000000000000020161321001020030000004","1101001135000000000000020161321001020030000004","Note Book","    ","","Merk: Apple / Macbook Pro ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","29,975,000.00","29,975,000.00","Pengadaan APBD","12/31/2016","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","004/UMUM-BAPPEDA/IX/2019 Tanggal 13-9-2019","Zulfikar, S.STP, M.Si","P2KPSDM","","","",""
"Komputer Unit","Personal Komputer","Tablet PC","1101001135000000000000020191321001020090000001","1101001135000000000000020191321001020090000001","Tablet PC","    ","","Merk: Samsung Galaxy Tab S6 Plus Keyboard ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","12,870,000.00","12,870,000.00","Pengadaan APBD","12/31/2019","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Tablet","","005/UMUM-BAPPEDA/II/2021 Tanggal 4-2-2021","Nurhabibi, SE","Sekretariat","","","",""
"Komputer Unit","Personal Komputer","Tablet PC","1101001135000000000000020211321001020090000001","1101001135000000000000020211321001020090000001","Tablet PC","    ","","Merk: Apple M1 chip 8-core CPU with 4 performance cores and 4 efficiency cores ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","19,915,500.00","19,915,500.00","Pengadaan APBD","12/31/2021","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","078/UMUM-BAPPEDA/XI/2021 Tanggal 15-11-2021","Dr. H. T. Ahmad Dadek, SH, MH","TU Pimpinan","","","",""
"Komputer Unit","Personal Komputer","Tablet PC","1101001135000000000000020211321001020090000002","1101001135000000000000020211321001020090000002","Tablet PC","    ","","Merk: Apple M1 chip 8-core CPU with 4 performance cores and 4 efficiency cores ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","19,915,500.00","19,915,500.00","Pengadaan APBD","12/31/2021","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","108/Umum Bappeda/XII/2021 Tanggal 29-12-2021","Manfaluthi, ST, M.Si","Sekretariat","","","",""
"Komputer Unit","Personal Komputer","Tablet PC","1101001135000000000000020211321001020090000003","1101001135000000000000020211321001020090000003","Tablet PC","    ","","Merk: Apple M1 chip 8-core CPU with 4 performance cores and 4 efficiency cores ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","19,915,500.00","19,915,500.00","Pengadaan APBD","12/31/2021","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","106/Umum-Bappeda/XII/2021  Tanggal 29-12-2021","Syamsul Bahari","Sekretariat","","","",""
"Komputer Unit","Personal Komputer","Tablet PC","1101001135000000000000020211321001020090000004","1101001135000000000000020211321001020090000004","Tablet PC","    ","","Merk: Apple M1 chip 8-core CPU with 4 performance cores and 4 efficiency cores ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","19,915,500.00","19,915,500.00","Pengadaan APBD","12/31/2021","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","015/Umum-Bappeda/V/2021  Tanggal 13-05-2022","Elva Rahmi, MT","PEPD","","","",""
"Komputer Unit","Personal Komputer","Tablet PC","1101001135000000000000020211321001020090000005","1101001135000000000000020211321001020090000005","Tablet PC","    ","","Merk: Apple M1 chip 8-core CPU with 4 performance cores and 4 efficiency cores ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","19,915,500.00","19,915,500.00","Pengadaan APBD","12/31/2021","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","Ir. Alamsyah, MM","Sekretariat","","","",""
"Komputer Unit","Personal Komputer","Tablet PC","1101001135000000000000020211321001020090000006","1101001135000000000000020211321001020090000006","Tablet PC","    ","","Merk: Apple M1 chip 8-core CPU with 4 performance cores and 4 efficiency cores ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","19,915,500.00","19,915,500.00","Pengadaan APBD","12/31/2021","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","Setiawaty, SKM, MPH","P2KPSDM","","","",""
